age,gender,height,weight,activity_level,food_pref,bmi,category
31,Female,166,104,3,Veg,37.74,Obese
59,Male,192,116,1,Veg,31.47,Obese
53,Male,195,49,4,Non-Veg,12.89,Underweight
60,Male,186,64,3,Veg,18.5,Underweight
43,Male,197,52,1,Vegan,13.4,Underweight
18,Male,180,70,1,Non-Veg,21.6,Normal
26,Female,162,113,1,Veg,43.06,Obese
18,Male,196,48,4,Vegan,12.49,Underweight
69,Female,177,50,3,Non-Veg,15.96,Underweight
69,Female,152,90,1,Non-Veg,38.95,Obese
48,Male,156,80,2,Non-Veg,32.87,Obese
20,Male,195,111,2,Non-Veg,29.19,Overweight
36,Male,161,98,1,Non-Veg,37.81,Obese
58,Male,162,95,4,Vegan,36.2,Obese
65,Female,173,79,3,Non-Veg,26.4,Overweight
57,Female,194,88,2,Non-Veg,23.38,Normal
52,Female,182,100,4,Non-Veg,30.19,Obese
60,Male,192,56,3,Non-Veg,15.19,Underweight
29,Male,190,69,2,Vegan,19.11,Normal
20,Female,177,67,4,Vegan,21.39,Normal
59,Female,192,84,2,Vegan,22.79,Normal
49,Female,176,65,4,Non-Veg,20.98,Normal
30,Female,184,91,2,Veg,26.88,Overweight
63,Female,180,104,1,Non-Veg,32.1,Obese
54,Male,163,104,4,Vegan,39.14,Obese
48,Male,178,91,2,Vegan,28.72,Overweight
43,Female,187,71,1,Non-Veg,20.3,Normal
69,Male,178,59,3,Vegan,18.62,Normal
27,Male,165,61,4,Vegan,22.41,Normal
28,Female,154,113,4,Non-Veg,47.65,Obese
31,Female,175,116,1,Vegan,37.88,Obese
33,Male,163,100,1,Veg,37.64,Obese
64,Female,155,82,1,Non-Veg,34.13,Obese
65,Female,190,80,1,Non-Veg,22.16,Normal
21,Female,191,57,2,Vegan,15.62,Underweight
35,Male,170,101,1,Veg,34.95,Obese
23,Female,152,92,4,Veg,39.82,Obese
53,Male,180,65,3,Vegan,20.06,Normal
25,Female,186,106,4,Non-Veg,30.64,Obese
19,Female,171,61,3,Vegan,20.86,Normal
21,Female,186,82,4,Vegan,23.7,Normal
18,Male,191,96,4,Veg,26.32,Overweight
60,Female,166,52,3,Veg,18.87,Normal
44,Female,167,60,2,Veg,21.51,Normal
35,Male,176,114,3,Vegan,36.8,Obese
67,Female,187,91,4,Veg,26.02,Overweight
60,Male,178,101,1,Veg,31.88,Obese
46,Female,155,46,2,Non-Veg,19.15,Normal
60,Female,178,103,1,Veg,32.51,Obese
20,Female,197,87,3,Veg,22.42,Normal
33,Male,197,119,2,Vegan,30.66,Obese
18,Female,177,97,2,Veg,30.96,Obese
61,Female,157,93,2,Vegan,37.73,Obese
56,Male,174,82,1,Vegan,27.08,Overweight
67,Male,151,58,1,Non-Veg,25.44,Overweight
49,Female,197,83,4,Non-Veg,21.39,Normal
64,Female,162,52,3,Non-Veg,19.81,Normal
29,Male,195,107,1,Vegan,28.14,Overweight
44,Male,188,109,3,Non-Veg,30.84,Obese
24,Female,156,116,4,Vegan,47.67,Obese
62,Female,199,115,1,Veg,29.04,Overweight
54,Male,172,101,3,Non-Veg,34.14,Obese
56,Male,176,98,1,Vegan,31.64,Obese
65,Male,191,47,3,Vegan,12.88,Underweight
45,Male,166,75,2,Veg,27.22,Overweight
39,Female,198,65,4,Veg,16.58,Underweight
40,Female,161,98,1,Veg,37.81,Obese
66,Female,156,73,4,Veg,30.0,Overweight
30,Male,151,60,2,Non-Veg,26.31,Overweight
23,Male,156,49,4,Vegan,20.13,Normal
51,Male,181,93,1,Non-Veg,28.39,Overweight
42,Male,170,72,4,Non-Veg,24.91,Normal
37,Female,154,104,3,Vegan,43.85,Obese
28,Female,166,89,2,Veg,32.3,Obese
37,Female,197,50,2,Vegan,12.88,Underweight
31,Female,172,57,3,Veg,19.27,Normal
49,Female,199,97,2,Veg,24.49,Normal
53,Female,189,66,4,Vegan,18.48,Underweight
27,Male,180,65,3,Veg,20.06,Normal
50,Male,199,65,4,Veg,16.41,Underweight
21,Female,175,48,1,Veg,15.67,Underweight
47,Male,194,48,1,Veg,12.75,Underweight
62,Male,165,66,1,Non-Veg,24.24,Normal
50,Male,187,49,4,Vegan,14.01,Underweight
68,Male,158,89,2,Vegan,35.65,Obese
20,Female,177,54,1,Veg,17.24,Underweight
65,Male,172,115,4,Veg,38.87,Obese
57,Female,169,113,1,Non-Veg,39.56,Obese
45,Male,154,93,3,Non-Veg,39.21,Obese
19,Male,188,65,4,Veg,18.39,Underweight
35,Female,197,56,1,Veg,14.43,Underweight
63,Female,164,51,2,Non-Veg,18.96,Normal
18,Female,152,88,3,Vegan,38.09,Obese
30,Female,167,105,3,Non-Veg,37.65,Obese
46,Female,183,106,4,Non-Veg,31.65,Obese
30,Female,196,108,3,Non-Veg,28.11,Overweight
43,Female,162,88,4,Non-Veg,33.53,Obese
54,Male,183,102,2,Veg,30.46,Obese
46,Male,160,92,1,Vegan,35.94,Obese
28,Male,163,53,3,Vegan,19.95,Normal
46,Male,185,115,3,Non-Veg,33.6,Obese
35,Female,154,84,3,Vegan,35.42,Obese
18,Male,176,62,2,Non-Veg,20.02,Normal
19,Male,178,86,4,Non-Veg,27.14,Overweight
59,Male,199,102,3,Veg,25.76,Overweight
48,Female,170,106,3,Non-Veg,36.68,Obese
50,Female,175,84,1,Vegan,27.43,Overweight
32,Female,150,55,3,Non-Veg,24.44,Normal
18,Male,193,60,2,Non-Veg,16.11,Underweight
59,Female,196,74,2,Vegan,19.26,Normal
38,Female,155,111,1,Vegan,46.2,Obese
38,Male,167,102,2,Vegan,36.57,Obese
21,Female,173,84,1,Non-Veg,28.07,Overweight
19,Female,155,62,1,Non-Veg,25.81,Overweight
62,Male,195,74,2,Veg,19.46,Normal
27,Female,192,57,4,Veg,15.46,Underweight
21,Male,173,78,3,Veg,26.06,Overweight
58,Male,164,94,4,Vegan,34.95,Obese
69,Female,188,52,1,Veg,14.71,Underweight
41,Male,177,71,1,Non-Veg,22.66,Normal
34,Male,187,70,1,Vegan,20.02,Normal
38,Female,196,92,1,Veg,23.95,Normal
54,Male,181,79,3,Non-Veg,24.11,Normal
65,Female,166,112,1,Vegan,40.64,Obese
54,Female,164,110,3,Veg,40.9,Obese
40,Female,152,113,3,Non-Veg,48.91,Obese
30,Female,168,84,2,Vegan,29.76,Overweight
41,Female,166,84,2,Non-Veg,30.48,Obese
61,Male,155,110,1,Vegan,45.79,Obese
52,Male,178,51,1,Veg,16.1,Underweight
54,Male,182,52,4,Non-Veg,15.7,Underweight
65,Female,164,68,2,Vegan,25.28,Overweight
59,Male,188,111,2,Non-Veg,31.41,Obese
38,Male,159,80,3,Vegan,31.64,Obese
58,Female,171,86,1,Vegan,29.41,Overweight
50,Female,171,114,1,Vegan,38.99,Obese
30,Male,175,65,4,Non-Veg,21.22,Normal
64,Female,179,71,3,Non-Veg,22.16,Normal
48,Male,162,48,1,Non-Veg,18.29,Underweight
37,Female,162,47,2,Non-Veg,17.91,Underweight
35,Female,163,91,3,Veg,34.25,Obese
43,Female,198,79,2,Vegan,20.15,Normal
30,Male,199,70,3,Vegan,17.68,Underweight
57,Female,185,95,3,Veg,27.76,Overweight
57,Male,182,51,1,Vegan,15.4,Underweight
44,Male,163,90,4,Veg,33.87,Obese
63,Female,173,105,2,Non-Veg,35.08,Obese
39,Male,166,102,1,Non-Veg,37.02,Obese
54,Female,170,95,4,Vegan,32.87,Obese
53,Male,160,88,2,Veg,34.37,Obese
46,Female,199,49,4,Non-Veg,12.37,Underweight
22,Female,173,101,2,Non-Veg,33.75,Obese
33,Female,185,56,3,Vegan,16.36,Underweight
61,Female,186,50,3,Non-Veg,14.45,Underweight
33,Male,192,117,3,Vegan,31.74,Obese
25,Female,153,88,3,Veg,37.59,Obese
33,Male,191,108,2,Non-Veg,29.6,Overweight
30,Male,156,81,2,Non-Veg,33.28,Obese
52,Female,193,111,4,Non-Veg,29.8,Overweight
29,Male,159,106,1,Veg,41.93,Obese
33,Male,158,103,3,Veg,41.26,Obese
29,Male,190,59,2,Vegan,16.34,Underweight
28,Female,181,50,1,Vegan,15.26,Underweight
52,Female,199,78,1,Veg,19.7,Normal
36,Male,180,84,2,Vegan,25.93,Overweight
53,Male,186,88,1,Non-Veg,25.44,Overweight
37,Male,177,94,4,Veg,30.0,Obese
53,Male,176,116,4,Veg,37.45,Obese
34,Male,158,89,4,Non-Veg,35.65,Obese
49,Male,158,74,4,Non-Veg,29.64,Overweight
18,Female,154,107,3,Veg,45.12,Obese
31,Male,179,68,4,Non-Veg,21.22,Normal
31,Male,153,69,2,Vegan,29.48,Overweight
24,Female,162,112,2,Vegan,42.68,Obese
53,Female,163,116,4,Vegan,43.66,Obese
59,Male,172,115,4,Veg,38.87,Obese
20,Female,153,118,1,Non-Veg,50.41,Obese
33,Male,168,73,4,Vegan,25.86,Overweight
35,Female,193,60,1,Non-Veg,16.11,Underweight
32,Male,177,109,1,Non-Veg,34.79,Obese
39,Male,185,57,1,Vegan,16.65,Underweight
58,Female,181,95,3,Non-Veg,29.0,Overweight
63,Female,191,107,4,Veg,29.33,Overweight
34,Male,199,115,1,Non-Veg,29.04,Overweight
43,Male,161,115,2,Vegan,44.37,Obese
32,Female,170,58,2,Vegan,20.07,Normal
62,Male,155,77,4,Veg,32.05,Obese
23,Female,175,81,2,Veg,26.45,Overweight
25,Male,162,57,4,Vegan,21.72,Normal
45,Female,167,101,3,Non-Veg,36.21,Obese
49,Female,151,69,4,Non-Veg,30.26,Obese
28,Male,173,110,2,Veg,36.75,Obese
57,Female,187,113,4,Vegan,32.31,Obese
33,Male,175,75,4,Vegan,24.49,Normal
65,Male,197,105,4,Non-Veg,27.06,Overweight
35,Male,177,96,4,Veg,30.64,Obese
46,Male,175,72,1,Veg,23.51,Normal
53,Male,196,95,4,Veg,24.73,Normal
49,Female,152,101,2,Non-Veg,43.72,Obese
37,Female,172,61,4,Non-Veg,20.62,Normal
25,Male,179,102,2,Non-Veg,31.83,Obese
39,Female,166,59,2,Veg,21.41,Normal
38,Male,189,101,2,Vegan,28.27,Overweight
52,Female,177,45,1,Vegan,14.36,Underweight
53,Female,182,77,3,Non-Veg,23.25,Normal
40,Female,172,74,1,Veg,25.01,Overweight
33,Male,197,89,2,Veg,22.93,Normal
29,Male,181,100,4,Veg,30.52,Obese
37,Male,153,98,2,Non-Veg,41.86,Obese
19,Male,196,70,3,Vegan,18.22,Underweight
43,Female,191,119,2,Non-Veg,32.62,Obese
40,Male,190,96,3,Veg,26.59,Overweight
35,Male,176,50,2,Non-Veg,16.14,Underweight
41,Female,177,72,1,Veg,22.98,Normal
67,Male,151,105,2,Veg,46.05,Obese
67,Male,159,87,3,Non-Veg,34.41,Obese
32,Male,190,81,3,Non-Veg,22.44,Normal
52,Female,171,75,3,Vegan,25.65,Overweight
36,Female,173,83,4,Non-Veg,27.73,Overweight
56,Male,168,92,3,Vegan,32.6,Obese
63,Male,195,79,2,Veg,20.78,Normal
59,Male,178,114,4,Veg,35.98,Obese
34,Female,173,101,2,Veg,33.75,Obese
54,Male,189,83,3,Non-Veg,23.24,Normal
54,Female,163,71,3,Vegan,26.72,Overweight
48,Female,158,88,4,Veg,35.25,Obese
28,Female,153,116,2,Vegan,49.55,Obese
51,Male,180,55,4,Non-Veg,16.98,Underweight
55,Male,170,54,2,Vegan,18.69,Normal
25,Male,157,104,4,Vegan,42.19,Obese
51,Male,165,57,3,Vegan,20.94,Normal
39,Female,198,71,4,Non-Veg,18.11,Underweight
62,Female,182,70,4,Vegan,21.13,Normal
60,Male,182,74,1,Non-Veg,22.34,Normal
34,Female,150,111,2,Non-Veg,49.33,Obese
48,Female,192,103,2,Veg,27.94,Overweight
52,Male,177,95,4,Veg,30.32,Obese
33,Male,169,95,1,Vegan,33.26,Obese
54,Female,173,80,2,Non-Veg,26.73,Overweight
62,Female,197,98,2,Vegan,25.25,Overweight
34,Male,174,62,4,Vegan,20.48,Normal
67,Female,176,89,1,Non-Veg,28.73,Overweight
37,Male,169,110,3,Vegan,38.51,Obese
36,Male,186,98,2,Non-Veg,28.33,Overweight
21,Female,188,78,3,Vegan,22.07,Normal
20,Male,182,46,2,Veg,13.89,Underweight
32,Female,164,58,2,Non-Veg,21.56,Normal
23,Female,166,62,4,Vegan,22.5,Normal
34,Female,189,83,4,Veg,23.24,Normal
44,Female,182,107,2,Vegan,32.3,Obese
34,Male,198,67,2,Veg,17.09,Underweight
40,Male,169,96,3,Veg,33.61,Obese
52,Male,183,77,2,Veg,22.99,Normal
62,Male,179,59,3,Veg,18.41,Underweight
31,Female,188,62,4,Non-Veg,17.54,Underweight
49,Male,189,71,2,Veg,19.88,Normal
33,Male,171,100,3,Vegan,34.2,Obese
64,Male,151,100,2,Veg,43.86,Obese
45,Female,156,108,4,Veg,44.38,Obese
53,Male,185,48,1,Non-Veg,14.02,Underweight
41,Female,195,100,3,Vegan,26.3,Overweight
43,Male,157,99,1,Veg,40.16,Obese
46,Female,163,76,4,Non-Veg,28.6,Overweight
44,Female,174,96,4,Veg,31.71,Obese
35,Male,164,97,2,Veg,36.06,Obese
33,Female,165,79,1,Veg,29.02,Overweight
52,Female,178,56,3,Non-Veg,17.67,Underweight
66,Female,164,45,2,Non-Veg,16.73,Underweight
42,Female,158,117,1,Non-Veg,46.87,Obese
47,Male,164,94,3,Non-Veg,34.95,Obese
28,Female,187,84,2,Vegan,24.02,Normal
65,Male,159,61,3,Non-Veg,24.13,Normal
57,Male,153,79,3,Vegan,33.75,Obese
53,Female,180,57,2,Veg,17.59,Underweight
65,Male,185,52,4,Veg,15.19,Underweight
60,Female,170,71,3,Vegan,24.57,Normal
68,Female,192,95,2,Veg,25.77,Overweight
69,Male,157,55,4,Vegan,22.31,Normal
64,Female,170,96,3,Veg,33.22,Obese
55,Male,157,51,2,Non-Veg,20.69,Normal
30,Female,172,73,2,Veg,24.68,Normal
54,Female,182,73,2,Vegan,22.04,Normal
40,Female,152,89,4,Non-Veg,38.52,Obese
46,Female,190,94,1,Veg,26.04,Overweight
61,Female,170,81,4,Vegan,28.03,Overweight
64,Male,184,50,4,Veg,14.77,Underweight
61,Male,167,109,1,Vegan,39.08,Obese
24,Female,191,73,3,Vegan,20.01,Normal
53,Male,155,69,3,Veg,28.72,Overweight
37,Female,186,71,1,Veg,20.52,Normal
19,Female,170,68,1,Non-Veg,23.53,Normal
51,Female,158,46,3,Non-Veg,18.43,Underweight
39,Female,160,57,3,Veg,22.27,Normal
62,Male,160,114,4,Vegan,44.53,Obese
61,Male,186,56,2,Non-Veg,16.19,Underweight
45,Male,191,113,2,Veg,30.98,Obese
58,Male,177,70,3,Veg,22.34,Normal
59,Male,150,102,3,Vegan,45.33,Obese
34,Female,169,69,1,Veg,24.16,Normal
42,Female,154,50,3,Non-Veg,21.08,Normal
31,Female,172,55,3,Non-Veg,18.59,Normal
28,Male,161,110,1,Vegan,42.44,Obese
53,Male,177,66,2,Vegan,21.07,Normal
32,Female,160,68,3,Vegan,26.56,Overweight
47,Female,151,105,2,Veg,46.05,Obese
35,Male,193,57,2,Non-Veg,15.3,Underweight
26,Male,170,92,1,Veg,31.83,Obese
57,Male,173,116,4,Veg,38.76,Obese
50,Male,162,98,1,Veg,37.34,Obese
31,Female,165,93,2,Non-Veg,34.16,Obese
56,Female,175,109,4,Veg,35.59,Obese
32,Female,170,62,2,Non-Veg,21.45,Normal
30,Female,179,46,3,Vegan,14.36,Underweight
61,Male,174,94,2,Non-Veg,31.05,Obese
29,Female,172,74,2,Non-Veg,25.01,Overweight
47,Male,179,101,2,Veg,31.52,Obese
51,Female,173,116,2,Vegan,38.76,Obese
19,Female,153,109,3,Vegan,46.56,Obese
31,Female,174,69,3,Veg,22.79,Normal
55,Female,175,84,2,Non-Veg,27.43,Overweight
21,Male,179,74,4,Vegan,23.1,Normal
56,Male,189,77,1,Non-Veg,21.56,Normal
55,Female,177,82,4,Veg,26.17,Overweight
45,Male,182,50,1,Vegan,15.09,Underweight
32,Female,152,87,3,Vegan,37.66,Obese
31,Female,178,48,2,Vegan,15.15,Underweight
29,Female,166,79,4,Non-Veg,28.67,Overweight
65,Female,190,87,1,Vegan,24.1,Normal
52,Female,170,104,4,Vegan,35.99,Obese
22,Male,158,62,1,Non-Veg,24.84,Normal
27,Male,190,68,4,Veg,18.84,Normal
55,Female,198,78,3,Vegan,19.9,Normal
35,Male,171,87,2,Vegan,29.75,Overweight
58,Male,188,64,1,Veg,18.11,Underweight
18,Female,153,68,4,Veg,29.05,Overweight
19,Female,175,67,3,Vegan,21.88,Normal
23,Male,188,82,3,Non-Veg,23.2,Normal
47,Male,190,82,1,Vegan,22.71,Normal
60,Male,199,48,1,Vegan,12.12,Underweight
62,Female,174,55,1,Non-Veg,18.17,Underweight
39,Female,173,103,3,Non-Veg,34.41,Obese
60,Female,188,105,4,Non-Veg,29.71,Overweight
55,Male,181,50,2,Non-Veg,15.26,Underweight
44,Male,176,90,1,Vegan,29.05,Overweight
42,Female,167,56,3,Vegan,20.08,Normal
62,Male,174,54,2,Non-Veg,17.84,Underweight
51,Female,162,98,1,Non-Veg,37.34,Obese
58,Male,158,107,1,Veg,42.86,Obese
31,Male,158,116,3,Non-Veg,46.47,Obese
20,Male,196,77,4,Vegan,20.04,Normal
36,Female,163,94,2,Vegan,35.38,Obese
63,Female,168,95,2,Vegan,33.66,Obese
43,Male,177,63,3,Veg,20.11,Normal
36,Male,156,73,3,Vegan,30.0,Overweight
22,Female,198,102,4,Non-Veg,26.02,Overweight
29,Female,162,70,2,Non-Veg,26.67,Overweight
68,Female,198,60,1,Vegan,15.3,Underweight
44,Male,183,89,2,Vegan,26.58,Overweight
66,Female,190,67,3,Veg,18.56,Normal
41,Male,190,99,1,Vegan,27.42,Overweight
42,Female,198,107,1,Veg,27.29,Overweight
32,Male,182,109,1,Veg,32.91,Obese
61,Female,177,89,2,Vegan,28.41,Overweight
23,Male,187,112,3,Veg,32.03,Obese
47,Female,184,47,2,Vegan,13.88,Underweight
47,Male,187,104,2,Vegan,29.74,Overweight
35,Female,178,104,1,Veg,32.82,Obese
58,Male,167,101,3,Veg,36.21,Obese
55,Female,160,117,1,Non-Veg,45.7,Obese
20,Male,170,67,1,Non-Veg,23.18,Normal
36,Male,195,63,2,Vegan,16.57,Underweight
44,Male,188,71,2,Non-Veg,20.09,Normal
50,Female,180,94,4,Vegan,29.01,Overweight
48,Female,180,82,2,Veg,25.31,Overweight
58,Male,158,107,3,Veg,42.86,Obese
39,Female,181,110,2,Non-Veg,33.58,Obese
55,Female,157,65,4,Non-Veg,26.37,Overweight
60,Female,177,90,4,Non-Veg,28.73,Overweight
37,Male,182,88,3,Veg,26.57,Overweight
19,Male,194,81,2,Veg,21.52,Normal
55,Male,196,50,4,Vegan,13.02,Underweight
54,Male,158,50,1,Vegan,20.03,Normal
39,Female,179,46,2,Veg,14.36,Underweight
59,Female,158,109,1,Non-Veg,43.66,Obese
32,Female,183,87,1,Vegan,25.98,Overweight
31,Female,196,58,4,Vegan,15.1,Underweight
46,Male,168,53,1,Veg,18.78,Normal
60,Female,173,72,4,Non-Veg,24.06,Normal
42,Male,153,83,2,Vegan,35.46,Obese
24,Female,166,108,4,Non-Veg,39.19,Obese
63,Male,164,60,1,Non-Veg,22.31,Normal
69,Female,190,98,3,Vegan,27.15,Overweight
58,Female,196,87,1,Non-Veg,22.65,Normal
46,Male,157,101,4,Non-Veg,40.98,Obese
45,Female,167,66,1,Vegan,23.67,Normal
42,Female,154,78,3,Vegan,32.89,Obese
27,Male,156,96,4,Vegan,39.45,Obese
59,Female,175,54,1,Veg,17.63,Underweight
31,Female,197,71,1,Vegan,18.29,Underweight
65,Female,158,67,3,Veg,26.84,Overweight
44,Female,178,115,3,Vegan,36.3,Obese
45,Male,169,88,3,Vegan,30.81,Obese
23,Male,190,103,1,Vegan,28.53,Overweight
57,Female,198,106,4,Veg,27.04,Overweight
62,Female,173,104,2,Non-Veg,34.75,Obese
19,Female,176,58,4,Vegan,18.72,Normal
29,Female,177,99,4,Non-Veg,31.6,Obese
42,Female,175,80,2,Vegan,26.12,Overweight
18,Male,156,106,4,Non-Veg,43.56,Obese
22,Male,188,78,3,Veg,22.07,Normal
33,Female,199,91,3,Vegan,22.98,Normal
58,Female,199,94,1,Non-Veg,23.74,Normal
31,Female,163,69,4,Vegan,25.97,Overweight
32,Female,167,109,2,Veg,39.08,Obese
37,Female,159,78,1,Vegan,30.85,Obese
57,Male,182,112,3,Veg,33.81,Obese
33,Male,183,67,3,Non-Veg,20.01,Normal
42,Male,162,68,3,Vegan,25.91,Overweight
34,Male,162,106,3,Veg,40.39,Obese
59,Female,157,100,1,Vegan,40.57,Obese
23,Female,188,85,1,Veg,24.05,Normal
39,Female,159,118,4,Veg,46.68,Obese
33,Male,166,74,2,Veg,26.85,Overweight
63,Male,170,61,2,Veg,21.11,Normal
58,Female,194,93,3,Vegan,24.71,Normal
34,Male,186,114,2,Non-Veg,32.95,Obese
49,Male,197,49,1,Vegan,12.63,Underweight
29,Male,179,92,2,Vegan,28.71,Overweight
32,Male,165,64,1,Non-Veg,23.51,Normal
63,Male,183,108,1,Vegan,32.25,Obese
26,Male,160,69,2,Non-Veg,26.95,Overweight
63,Male,169,103,1,Non-Veg,36.06,Obese
39,Male,158,105,4,Veg,42.06,Obese
57,Male,150,109,2,Non-Veg,48.44,Obese
56,Female,195,49,1,Non-Veg,12.89,Underweight
43,Male,155,76,4,Vegan,31.63,Obese
27,Male,188,75,4,Vegan,21.22,Normal
61,Female,187,111,2,Veg,31.74,Obese
28,Female,174,79,3,Non-Veg,26.09,Overweight
54,Female,160,116,4,Non-Veg,45.31,Obese
51,Female,167,95,4,Non-Veg,34.06,Obese
26,Female,175,69,4,Veg,22.53,Normal
62,Male,187,63,2,Vegan,18.02,Underweight
38,Male,152,81,1,Non-Veg,35.06,Obese
63,Female,163,53,3,Vegan,19.95,Normal
31,Female,170,59,4,Non-Veg,20.42,Normal
57,Male,181,113,2,Non-Veg,34.49,Obese
37,Female,156,51,2,Non-Veg,20.96,Normal
19,Male,163,75,2,Veg,28.23,Overweight
58,Female,154,119,4,Veg,50.18,Obese
46,Male,154,80,3,Vegan,33.73,Obese
39,Female,166,100,1,Non-Veg,36.29,Obese
45,Male,167,62,1,Non-Veg,22.23,Normal
33,Female,167,51,4,Non-Veg,18.29,Underweight
27,Male,170,47,3,Veg,16.26,Underweight
61,Male,155,58,4,Veg,24.14,Normal
68,Female,178,96,2,Vegan,30.3,Obese
61,Male,168,112,1,Non-Veg,39.68,Obese
30,Female,194,74,2,Non-Veg,19.66,Normal
68,Female,173,92,4,Veg,30.74,Obese
58,Male,159,63,3,Veg,24.92,Normal
36,Female,164,85,2,Vegan,31.6,Obese
69,Female,153,48,1,Veg,20.5,Normal
61,Male,189,105,3,Vegan,29.39,Overweight
28,Male,163,104,4,Veg,39.14,Obese
35,Male,193,54,3,Non-Veg,14.5,Underweight
61,Female,164,60,2,Non-Veg,22.31,Normal
47,Female,180,64,1,Non-Veg,19.75,Normal
52,Male,191,105,4,Vegan,28.78,Overweight
20,Female,189,103,4,Veg,28.83,Overweight
24,Female,170,50,4,Non-Veg,17.3,Underweight
53,Female,194,86,1,Non-Veg,22.85,Normal
26,Male,172,119,1,Non-Veg,40.22,Obese
20,Male,199,79,2,Vegan,19.95,Normal
60,Male,180,106,4,Veg,32.72,Obese
37,Female,174,119,3,Veg,39.31,Obese
22,Female,191,78,4,Non-Veg,21.38,Normal
35,Male,154,64,2,Vegan,26.99,Overweight
28,Female,179,76,2,Non-Veg,23.72,Normal
55,Male,177,118,2,Vegan,37.66,Obese
34,Female,192,80,4,Non-Veg,21.7,Normal
63,Male,185,72,2,Non-Veg,21.04,Normal
53,Female,158,65,4,Veg,26.04,Overweight
47,Male,189,100,4,Vegan,27.99,Overweight
44,Female,174,113,2,Veg,37.32,Obese
68,Male,157,53,3,Veg,21.5,Normal
58,Male,181,116,3,Vegan,35.41,Obese
32,Male,168,83,2,Vegan,29.41,Overweight
36,Male,177,63,3,Vegan,20.11,Normal
48,Male,164,54,3,Vegan,20.08,Normal
20,Female,152,62,1,Vegan,26.84,Overweight
37,Female,178,94,1,Vegan,29.67,Overweight
56,Female,170,73,4,Non-Veg,25.26,Overweight
30,Male,172,94,3,Vegan,31.77,Obese
21,Female,198,111,1,Veg,28.31,Overweight
19,Female,150,101,1,Non-Veg,44.89,Obese
24,Male,193,107,1,Vegan,28.73,Overweight
36,Male,175,88,4,Non-Veg,28.73,Overweight
30,Female,163,74,4,Vegan,27.85,Overweight
55,Male,191,96,4,Vegan,26.32,Overweight
58,Female,188,85,1,Veg,24.05,Normal
18,Female,164,76,4,Veg,28.26,Overweight
35,Male,178,77,1,Non-Veg,24.3,Normal
65,Male,159,80,1,Vegan,31.64,Obese
57,Male,183,68,1,Vegan,20.31,Normal
24,Male,177,66,3,Veg,21.07,Normal
32,Female,199,69,1,Veg,17.42,Underweight
55,Female,176,76,1,Vegan,24.54,Normal
19,Female,183,58,3,Non-Veg,17.32,Underweight
53,Male,158,115,2,Veg,46.07,Obese
44,Male,193,79,1,Vegan,21.21,Normal
63,Female,158,80,1,Vegan,32.05,Obese
51,Male,177,67,4,Veg,21.39,Normal
62,Male,190,58,2,Vegan,16.07,Underweight
20,Male,173,52,1,Non-Veg,17.37,Underweight
68,Male,153,60,4,Non-Veg,25.63,Overweight
48,Female,184,73,3,Vegan,21.56,Normal
20,Female,159,92,4,Vegan,36.39,Obese
27,Male,185,111,1,Veg,32.43,Obese
61,Male,173,88,1,Veg,29.4,Overweight
54,Female,185,65,3,Vegan,18.99,Normal
38,Female,170,50,1,Veg,17.3,Underweight
29,Female,163,50,1,Non-Veg,18.82,Normal
51,Female,160,47,2,Non-Veg,18.36,Underweight
23,Female,169,65,2,Non-Veg,22.76,Normal
48,Female,181,54,3,Non-Veg,16.48,Underweight
23,Male,177,74,4,Non-Veg,23.62,Normal
54,Male,181,93,2,Veg,28.39,Overweight
61,Male,171,75,3,Veg,25.65,Overweight
38,Female,169,87,4,Vegan,30.46,Obese
67,Male,197,113,3,Vegan,29.12,Overweight
46,Female,194,112,1,Vegan,29.76,Overweight
32,Female,193,111,4,Non-Veg,29.8,Overweight
57,Female,171,58,3,Veg,19.84,Normal
38,Male,197,102,3,Veg,26.28,Overweight
41,Male,161,54,2,Non-Veg,20.83,Normal
59,Female,180,55,2,Veg,16.98,Underweight
26,Male,163,63,3,Veg,23.71,Normal
53,Male,188,52,4,Vegan,14.71,Underweight
64,Female,179,102,2,Vegan,31.83,Obese
26,Female,193,92,4,Veg,24.7,Normal
25,Male,177,114,3,Veg,36.39,Obese
28,Male,199,68,3,Non-Veg,17.17,Underweight
37,Female,162,49,2,Veg,18.67,Normal
39,Female,195,113,3,Non-Veg,29.72,Overweight
44,Female,174,72,4,Non-Veg,23.78,Normal
29,Female,167,78,3,Veg,27.97,Overweight
40,Male,176,61,4,Veg,19.69,Normal
67,Female,180,47,1,Veg,14.51,Underweight
67,Female,175,50,4,Vegan,16.33,Underweight
62,Female,168,73,3,Vegan,25.86,Overweight
49,Female,176,93,1,Vegan,30.02,Obese
46,Male,194,111,3,Vegan,29.49,Overweight
54,Male,160,50,3,Non-Veg,19.53,Normal
22,Male,177,82,3,Veg,26.17,Overweight
38,Male,195,114,2,Veg,29.98,Overweight
28,Male,190,83,3,Vegan,22.99,Normal
47,Male,150,76,3,Veg,33.78,Obese
25,Male,179,52,1,Vegan,16.23,Underweight
61,Male,179,80,3,Vegan,24.97,Normal
30,Female,186,98,4,Non-Veg,28.33,Overweight
56,Male,162,60,4,Vegan,22.86,Normal
65,Male,176,89,1,Vegan,28.73,Overweight
52,Male,177,51,2,Non-Veg,16.28,Underweight
